Gene	baseMean	log2FoldChange	lfcSE	pvalue	padj	threshold
ENSMUSG00000115008	0.8937737913262178	2.017701027089933	0.17176995615687266	3.804379071575149e-39	1.7085996134112187e-37	TRUE
ENSMUSG00000061397	0.5451550027539078	2.011835491405485	0.2206195841464415	1.6147059526097423e-24	4.291368329482671e-23	TRUE
ENSMUSG00000110211	0.7544613474326463	1.9968339545854108	0.18643525020463836	6.564494280209472e-34	2.4876716375095546e-32	TRUE
ENSMUSG00000074179	0.29642475536654267	1.9909854028729768	0.3055564663365059	1.904994437777223e-8	1.9893805048516814e-7	TRUE
ENSMUSG00000112030	0.6986772605687678	1.9747455427201712	0.19302004486298213	3.0433326370932046e-31	1.0508753475821595e-29	TRUE
ENSMUSG00000096957	0.7316835485912205	1.9611454637602435	0.18802114325415195	3.093119517023622e-32	1.1169860607022708e-30	TRUE
ENSMUSG00000021751	0.9348148591870081	1.945578153997106	0.1655390476031492	7.070704986081883e-38	3.064044127098446e-36	TRUE
ENSMUSG00000085595	0.24260434902768863	1.9417429781646967	0.3485957924727563	3.169268388272551e-5	2.2031965205174646e-4	TRUE
ENSMUSG00000066361	0.4663114840919489	1.9338933888884289	0.2354773851102285	6.733679357737042e-19	1.408465400810672e-17	TRUE
ENSMUSG00000107985	0.9907045144584543	1.9261174894106172	0.16012953387557968	2.482036864621935e-38	1.093946185798587e-36	TRUE
ENSMUSG00000102959	0.4166780555847052	1.9197716709003818	0.25035018260728303	1.7121614151679039e-15	2.9869692445068086e-14	TRUE
ENSMUSG00000086756	0.42504267128252343	1.9149617198601605	0.24810640632095454	8.013179014061293e-16	1.42510070886664e-14	TRUE
ENSMUSG00000087456	0.3398863329620763	1.909298467343516	0.2798770417466418	1.6849729608872107e-10	2.109672365320802e-9	TRUE
ENSMUSG00000053930	10.05035727972362	1.9028198094204871	0.049768328429010564	0	0	TRUE
ENSMUSG00000101445	0.4581391425927025	1.8981967139845117	0.23745636365274903	1.1945777328526973e-17	2.36779988612367e-16	TRUE
ENSMUSG00000059305	0.5598608215402576	1.8979995445933855	0.21451204326976425	6.365522569917727e-23	1.5904840900047956e-21	TRUE
ENSMUSG00000100393	0.37323352092697	1.8890988024450097	0.2645106292471422	1.81774323360097e-12	2.631046605942373e-11	TRUE
ENSMUSG00000054672	0.3544719685910959	1.8867182944858554	0.27315264714828424	3.9626878706724016e-11	5.224195658205548e-10	TRUE
ENSMUSG00000094486	0.35859104338349723	1.8796278878024197	0.3220158424637529	4.5702795898738336e-7	4.101258801105877e-6	TRUE
ENSMUSG00000041700	1.0321744636125056	1.8647514096628763	0.1550594274254492	7.490577680752806e-37	3.112921769992498e-35	TRUE
ENSMUSG00000032057	1.0572424724240082	1.845641715186209	0.15266194928780796	2.0796708025953102e-36	8.579851171637396e-35	TRUE
ENSMUSG00000086644	0.24884800807676055	1.843862300311561	0.33753826208356336	3.238001777474447e-5	2.2487752006810545e-4	TRUE
ENSMUSG00000032454	0.2921934278190979	1.8356346158380126	0.307623956082899	6.8878457905369e-7	6.041551758918398e-6	TRUE
ENSMUSG00000061584	0.5409527674736885	1.8335813036157131	0.2142405296367165	2.0306663249342166e-21	4.7951659320476684e-20	TRUE
ENSMUSG00000086284	0.7463671664921715	1.809672575835833	0.18101475790336324	4.800049263498399e-29	1.5274058104836162e-27	TRUE
ENSMUSG00000019762	1.4508913580229519	1.7932032009769245	0.12880460311474007	4.063297267473866e-45	2.1477212223459634e-43	TRUE
ENSMUSG00000047884	0.21775122303691502	1.79186844267673	0.3794361018500886	0.0015590297629325125	0.0077349241026178	TRUE
ENSMUSG00000102761	0.20114214593733015	1.7916431138339692	0.40834543581961735	0.006379946991559395	0.026669869721417067	TRUE
ENSMUSG00000111037	0.234323333404686	1.7908338985240106	0.35481272776281714	2.922382826469971e-4	0.0017173688229093925	TRUE
ENSMUSG00000108836	0.20112522113850773	1.7887421412641595	0.4116227397977427	0.0072855922876689195	0.029957156525162194	TRUE
ENSMUSG00000034159	0.3110203874303907	1.7886927453104695	0.28782847536666595	4.737182680280238e-8	4.7462122554562045e-7	TRUE
ENSMUSG00000102880	0.4498336002098503	1.7876815448799557	0.23371754482376317	3.8186391623279183e-16	6.930195267488212e-15	TRUE
ENSMUSG00000098682	0.9288153179773783	1.7667229240031064	0.16071788109237434	4.5108691612604076e-32	1.6145839883129308e-30	TRUE
ENSMUSG00000097235	0.3232493151539595	1.758574914713917	0.2796521852749267	1.3525797714202049e-8	1.433593137863745e-7	TRUE
ENSMUSG00000078487	0.3607403244798746	1.7280112948410413	0.2623399744189895	2.1445099911617476e-10	2.66388497107812e-9	TRUE
ENSMUSG00000039092	0.883205445105999	1.722653656000622	0.16363345027396153	5.1812511201518724e-30	1.7080677328036092e-28	TRUE
ENSMUSG00000022708	27.54535795489803	1.7214137772412865	0.02906538788797452	0	0	TRUE
ENSMUSG00000037086	1.7475656595966977	1.7195763830150075	0.1158113976553685	7.108720648345464e-51	4.415184395681349e-49	TRUE
ENSMUSG00000085416	0.33346494525686066	1.7185036212455713	0.27298102419807774	6.664354509401557e-9	7.292252829408396e-8	TRUE
ENSMUSG00000034739	3.305858077427511	1.7159627980773136	0.08397260346112502	8.48039611762719e-94	1.1572479009746643e-91	TRUE
ENSMUSG00000036853	0.34194494913520046	1.712141733653742	0.2786041036901387	2.101206892869755e-8	2.1798485543572778e-7	TRUE
ENSMUSG00000111058	0.3315342308459208	1.7059571506706641	0.27332082367273797	1.0340994014162293e-8	1.1135006604627562e-7	TRUE
ENSMUSG00000068323	2.719548673787298	1.7049663421379946	0.0924498693739158	6.2507671953288515e-77	6.695161361215627e-75	TRUE
ENSMUSG00000096215	0.8145561285775564	1.682826638370844	0.16938155431211455	1.5875238337024321e-27	4.7733343745561265e-26	TRUE
ENSMUSG00000079014	0.40837914379725276	1.6725985881162817	0.24342653549568616	2.2882150596261065e-12	3.286877340709889e-11	TRUE
ENSMUSG00000026579	4.228322981925892	1.6627581327334993	0.07353863443052155	3.815785599024384e-114	7.125477529125534e-112	TRUE
ENSMUSG00000038508	0.2841061481317182	1.6626979162122892	0.29708193851403353	2.5562846626778517e-6	2.0867869964178355e-5	TRUE
ENSMUSG00000021790	0.3399885784751196	1.6567942595203948	0.2674859514224367	8.119578385911354e-9	8.816607226691197e-8	TRUE
ENSMUSG00000036907	4.917630988234614	1.6541769447898518	0.068068924349970375	1.8512609315701428e-131	4.378849190140578e-129	TRUE
ENSMUSG00000099155	0.2839173604940023	1.6501617258315768	0.3153912775404025	2.848435757115192e-5	1.996789343787543e-4	TRUE
ENSMUSG00000079355	0.6198125762735149	1.6410150004140303	0.19348128512761895	2.8941616877102562e-21	6.81159911641525e-20	TRUE
ENSMUSG00000039672	2.337964975678471	1.6254401878032168	0.0984303667283402	2.7888334605151644e-62	2.2111242721581682e-60	TRUE
ENSMUSG00000047990	0.965567442261712	1.6215415595190614	0.15378031381371068	6.443954075648066e-28	1.973087297553341e-26	TRUE
ENSMUSG00000025020	16.817264058638973	1.6190101693216137	0.03655139788055398	0	0	TRUE
ENSMUSG00000047230	2.566182940677711	1.6162019185954126	0.0937690460593329	1.4686081537182404e-67	1.319144741618308e-65	TRUE
ENSMUSG00000086254	0.26934144079224576	1.6121679111417755	0.3069092646521302	1.980256604274996e-5	1.424058866372979e-4	TRUE
ENSMUSG00000111171	0.5864107500159496	1.610796690216017	0.1980506619057553	1.4740984663889686e-19	3.1769788056176525e-18	TRUE
ENSMUSG00000073975	1.2850549504451994	1.6075881568772066	0.13273287912304488	8.260016393419352e-35	3.2836457326444664e-33	TRUE
ENSMUSG00000086122	0.3316796486458601	1.6056406319068788	0.2702387891162504	5.963473083492079e-8	5.908105410186358e-7	TRUE
ENSMUSG00000026686	1.1585865292551578	1.597616153018604	0.13970914420538616	2.763756953524375e-31	9.566643581565349e-30	TRUE
ENSMUSG00000030693	0.8889741580110351	1.5927042669094607	0.15962879361249024	2.904049579553625e-26	8.309328958271178e-25	TRUE
ENSMUSG00000015652	1.606536028460073	1.5926035352402235	0.1183304020196858	2.2993601040683324e-42	1.1194689055553267e-40	TRUE
ENSMUSG00000029477	0.8807689829673719	1.5925081084959647	0.16038638647343162	3.925046154490982e-26	1.1107528419648259e-24	TRUE
ENSMUSG00000113404	0.3914801227104314	1.5888053300391376	0.24557716636584093	8.740111168915387e-11	1.119033075341978e-9	TRUE
ENSMUSG00000111669	0.7897050651516878	1.5856694211373545	0.16947218823426344	2.1581353942204277e-24	5.708901680293814e-23	TRUE
ENSMUSG00000031618	13.99531094704017	1.5809173390153282	0.03982204339432298	0	0	TRUE
ENSMUSG00000022225	0.24258011082214592	1.5725702057274094	0.3412068784859965	6.83517202191466e-4	0.003694715724053051	TRUE
ENSMUSG00000022425	58.05530493187683	1.572287525075091	0.0540277957527459	2.1943862261093851e-187	8.897922663126969e-185	TRUE
ENSMUSG00000085896	0.6195600584539042	1.5641401555615497	0.19118460507576124	8.342984416759624e-20	1.8244011531995777e-18	TRUE
ENSMUSG00000050505	9.370776578403003	1.5586847527031555	0.04850997326658353	1.4821620698620303e-227	8.95099748743912e-225	TRUE
ENSMUSG00000107199	0.655189056251251	1.5530168176151968	0.1855091393798508	1.269880525884036e-20	2.904455185067887e-19	TRUE
ENSMUSG00000114552	0.20291837792035836	1.5518212145940355	0.395318790388888	0.011479824539714389	0.04417615777321763	TRUE
ENSMUSG00000108504	0.23220705850465848	1.5513896341884545	0.34561665848356254	0.0011111570156305877	0.0057012076521436375	TRUE
ENSMUSG00000020686	1.0404382570487836	1.5513578155511596	0.14643513537184089	2.8632539105292847e-27	8.527869779272111e-26	TRUE
ENSMUSG00000027702	0.9285466351293424	1.5426516086212705	0.15495256591460338	3.4921238091488453e-25	9.53998481221182e-24	TRUE
ENSMUSG00000089924	0.4724264572726731	1.5326357642191069	0.2188564900108954	5.15857745840201e-14	8.272376416908624e-13	TRUE
ENSMUSG00000035168	10.666952721684755	1.532299506789958	0.045271849060478285	3.3880244316100115e-252	2.5990725801842857e-249	TRUE
ENSMUSG00000098072	0.3957929292197829	1.529838667349942	0.2416873112390618	1.7304308299316225e-10	2.1627718483830548e-9	TRUE
ENSMUSG00000042189	0.31916908233012586	1.5264370777993668	0.272480693898968	5.694519236597149e-7	5.051038562861671e-6	TRUE
ENSMUSG00000009210	0.5471833922645986	1.5257148330997818	0.2026693648630052	9.584340661099538e-17	1.811197904957718e-15	TRUE
ENSMUSG00000086040	27.191077568725603	1.5253834537373656	0.028307522991142007	0	0	TRUE
ENSMUSG00000117048	0.4476513651355733	1.5224816605925782	0.22640830389226188	1.2724083498571315e-12	1.8578209157584785e-11	TRUE
ENSMUSG00000115625	1.5670498448296195	1.5146930240485812	0.11830399084283283	1.496706837303346e-38	6.662018276430069e-37	TRUE
ENSMUSG00000101768	0.24248735183320966	1.5062035856864369	0.3364254597408483	8.462648394837089e-4	0.004465584904983379	TRUE
ENSMUSG00000030713	0.6550562652250772	1.5056454160513284	0.1842229195791762	1.1375498019333953e-19	2.468517857651184e-18	TRUE
ENSMUSG00000085402	0.40605631820777466	1.5048352832338594	0.237957034388481	1.1679637309740103e-10	1.4773387941161456e-9	TRUE
ENSMUSG00000052387	16.157908807832584	1.5038313891725423	0.05058684265880192	2.1951539949200103e-195	9.440492574516601e-193	TRUE
ENSMUSG00000010175	7.618527904720815	1.5027822190846463	0.053335635078215704	1.06342586107054e-175	3.7730349550782766e-173	TRUE
ENSMUSG00000106230	0.2923193620354379	1.496961009141645	0.28473772976047423	6.284087324878119e-6	4.845627129294771e-5	TRUE
ENSMUSG00000026354	3.7695453015725082	1.4862229006041423	0.07571728640670372	8.031720516235753e-87	9.742408339010069e-85	TRUE
ENSMUSG00000044055	0.9904957971664472	1.4822236255927557	0.1485979088837855	1.6683278805353542e-24	4.4255905197304196e-23	TRUE
ENSMUSG00000029182	0.8848444662693057	1.4796087883958513	0.1573214102138773	5.588421402819345e-23	1.402491185655387e-21	TRUE
ENSMUSG00000085952	0.571978736068315	1.4778261883306438	0.19862499098022016	1.9819634769886477e-16	3.655363959119284e-15	TRUE
ENSMUSG00000086775	0.8540926946699416	1.4764699088263973	0.16015111709964724	1.3724466035734488e-22	3.3933383620059904e-21	TRUE
ENSMUSG00000040836	7.305567465793308	1.4728325414018077	0.054221451818762305	1.4798997182117384e-163	4.828215356519768e-161	TRUE
ENSMUSG00000115190	1.1443009495299348	1.4646555201641	0.13777311159147718	1.9180883991037836e-27	5.748999062319091e-26	TRUE
ENSMUSG00000070077	0.3688595128280606	1.4643428915343086	0.24941870713500489	1.0978489913221916e-8	1.177677466730502e-7	TRUE
ENSMUSG00000086902	1.193828066130023	1.4615027023792664	0.13476304122592048	1.91665046453803e-28	5.991432465357648e-27	TRUE
ENSMUSG00000063975	1.131750714475364	1.4552508016509638	0.13834508149911107	6.219298390300745e-27	1.8161375052499625e-25	TRUE
ENSMUSG00000060461	0.43943780422968826	1.4485273146067512	0.22635468635569025	1.8168018229005615e-11	2.459137002442038e-10	TRUE
ENSMUSG00000107978	0.497549532435332	1.4470987965714983	0.21060485101033366	7.795021538833249e-14	1.238130337762971e-12	TRUE
ENSMUSG00000022949	5.800406066072392	1.4466374835164926	0.06609049034753152	2.5274434158101775e-107	4.3478153887488535e-105	TRUE
ENSMUSG00000049382	1.6558149196926804	1.440371414138152	0.11381151571938683	9.554660952628777e-38	4.115318611220262e-36	TRUE
ENSMUSG00000115699	0.7794961376810581	1.4372663873178193	0.16689362864060517	1.1981636834338641e-20	2.7426353218215163e-19	TRUE
ENSMUSG00000009246	0.3588066635592424	1.4350550776367554	0.2705169861096105	8.337410415227169e-7	7.230340886825786e-6	TRUE
ENSMUSG00000084987	0.38539613512712123	1.4333572126249476	0.24376932112270527	5.169645461155576e-9	5.709541508538516e-8	TRUE
ENSMUSG00000053161	1.2186001861716949	1.4289198725907633	0.13273156410322134	4.43300706943241e-28	1.3691672759387325e-26	TRUE
ENSMUSG00000097927	0.9784144484926997	1.4262286171179526	0.14836918018274237	5.9920971035666e-23	1.498499420155369e-21	TRUE
ENSMUSG00000109228	1.0799714205437787	1.4262215643828076	0.1410679784630403	4.264189899665239e-25	1.1626778685119898e-23	TRUE
ENSMUSG00000053957	0.24050488242019796	1.4244956892278247	0.32948047240873524	0.0010327204477502642	0.005347088140996625	TRUE
ENSMUSG00000026459	0.21335979354986231	1.4243523345674562	0.3779827463434504	0.010564626953489625	0.04122441180201395	TRUE
ENSMUSG00000085957	1.8006370744420663	1.4225191761698177	0.1088157711674294	4.06539264669704e-40	1.8702123968208878e-38	TRUE
ENSMUSG00000105494	0.25902053434488287	1.413400469595293	0.3737207035590291	0.005694349821664429	0.024115498990821955	TRUE
ENSMUSG00000097683	2.178292257709193	1.4100380805823063	0.09867310827200576	2.2254792116362555e-47	1.2533333718865768e-45	TRUE
ENSMUSG00000068697	0.47449254389467266	1.410015528486839	0.21707048822105934	3.15944934436702e-12	4.499639246889789e-11	TRUE
ENSMUSG00000045680	0.4166706725487271	1.407269089119276	0.23232151348316726	4.4267036048774326e-10	5.337619164011939e-9	TRUE
